iter	Passed	Remaining
442	1254	1577
443	1257	1575
444	1260	1572
445	1263	1569
446	1265	1565
447	1268	1562
448	1270	1558
449	1272	1554
450	1273	1550
451	1275	1546
452	1276	1541
453	1278	1537
454	1281	1534
455	1283	1531
456	1286	1528
457	1287	1524
458	1290	1521
459	1293	1518
460	1295	1514
461	1297	1511
462	1300	1508
463	1302	1505
464	1305	1502
465	1308	1498
466	1310	1495
467	1313	1492
468	1315	1489
469	1317	1485
470	1320	1483
471	1323	1480
472	1326	1477
473	1328	1474
474	1331	1471
475	1334	1468
476	1336	1464
477	1339	1462
478	1341	1459
479	1344	1456
480	1346	1453
481	1349	1450
482	1353	1448
483	1356	1445
484	1358	1442
485	1362	1440
486	1364	1437
487	1367	1434
488	1369	1431
489	1372	1428
490	1375	1425
491	1377	1422
492	1380	1419
493	1383	1417
494	1386	1414
495	1390	1412
496	1392	1409
497	1395	1406
498	1397	1403
499	1400	1400
500	1403	1398
501	1405	1394
502	1408	1391
503	1410	1388
504	1412	1384
505	1415	1381
506	1418	1379
507	1420	1375
508	1423	1373
509	1425	1369
510	1427	1366
511	1430	1363
512	1433	1361
513	1436	1358
514	1439	1355
515	1442	1352
516	1452	1357
517	1455	1354
518	1459	1352
519	1460	1348
520	1463	1345
521	1466	1343
522	1469	1340
523	1472	1337
524	1474	1333
525	1477	1331
526	1478	1327
527	1480	1323
528	1483	1320
529	1486	1318
530	1489	1315
531	1492	1313
532	1495	1310
533	1497	1306
534	1500	1304
535	1502	1300
536	1505	1298
537	1508	1295
538	1511	1293
539	1514	1290
540	1517	1287
541	1520	1284
542	1523	1282
543	1526	1279
544	1529	1276
545	1532	1274
546	1535	1271
547	1538	1268
548	1540	1265
549	1542	1262
550	1545	1259
551	1548	1256
552	1550	1253
553	1553	1250
554	1556	1247
555	1559	1245
556	1562	1242
557	1565	1240
558	1568	1237
559	1570	1234
560	1572	1230
561	1575	1228
562	1577	1224
563	1580	1221
564	1583	1219
565	1586	1216
566	1589	1213
567	1592	1211
568	1595	1208
569	1597	1205
570	1600	1202
571	1603	1199
572	1605	1196
573	1607	1192
574	1609	1189
575	1611	1186
576	1613	1182
577	1615	1179
578	1617	1176
579	1619	1172
580	1621	1169
581	1623	1165
582	1624	1162
583	1626	1158
584	1628	1155
585	1630	1151
586	1632	1148
587	1633	1144
588	1636	1141
589	1637	1138
590	1641	1135
591	1644	1133
592	1647	1130
593	1649	1127
594	1652	1125
595	1654	1121
596	1656	1118
597	1658	1114
598	1660	1111
599	1663	1108
600	1664	1105
601	1665	1101
602	1668	1098
603	1671	1095
604	1673	1092
605	1675	1089
606	1678	1086
607	1681	1083
608	1683	1080
609	1686	1078
610	1689	1075
611	1692	1073
612	1693	1069
613	1695	1065
614	1697	1062
615	1700	1060
616	1703	1057
617	1706	1055
618	1710	1052
619	1713	1050
620	1716	1047
621	1719	1044
622	1722	1042
623	1724	1039
624	1727	1036
625	1730	1034
626	1734	1031
627	1736	1028
628	1738	1025
629	1742	1023
630	1745	1020
631	1748	1018
632	1751	1015
633	1754	1012
634	1757	1010
635	1759	1007
636	1762	1004
637	1764	1001
638	1767	998
639	1770	996
640	1773	993
641	1776	990
642	1778	987
643	1780	984
644	1783	981
645	1785	978
646	1788	975
647	1791	972
648	1793	969
649	1796	967
650	1799	964
651	1802	962
652	1805	959
653	1808	956
654	1811	954
655	1813	951
656	1816	948
657	1819	945
658	1822	942
659	1825	940
660	1827	937
661	1829	934
662	1833	931
663	1835	928
664	1838	926
665	1841	923
666	1845	921
667	1847	918
668	1850	915
669	1853	913
670	1855	909
671	1858	906
672	1860	904
673	1862	900
674	1865	898
675	1868	895
676	1870	892
677	1873	889
678	1874	886
679	1877	883
680	1880	880
681	1881	877
682	1883	874
683	1884	870
684	1887	867
685	1889	864
686	1892	862
687	1895	859
688	1897	856
689	1900	853
690	1903	851
691	1905	848
692	1908	845
693	1911	842
694	1914	840
695	1918	837
696	1921	835
697	1923	832
698	1926	829
699	1929	826
700	1931	823
701	1934	821
702	1938	818
703	1940	815
704	1942	812
705	1945	810
706	1948	807
707	1951	804
708	1953	801
709	1957	799
710	1960	796
711	1963	794
712	1966	791
713	1969	788
714	1972	786
715	1975	783
716	1978	780
717	1981	778
718	1984	775
719	1987	772
720	1990	770
721	1994	767
722	1996	765
723	2000	762
724	2002	759
725	2005	757
726	2008	754
727	2011	751
728	2014	748
729	2017	746
730	2020	743
731	2021	740
732	2024	737
733	2027	734
734	2030	731
735	2032	729
736	2035	726
737	2037	723
738	2040	720
739	2042	717
740	2044	714
741	2047	711
742	2050	709
743	2052	706
744	2055	703
745	2057	700
746	2060	697
747	2062	694
748	2065	692
749	2069	689
750	2072	687
751	2075	684
752	2078	681
753	2081	678
754	2084	676
755	2087	673
756	2090	671
757	2093	668
758	2096	665
759	2098	662
760	2101	660
761	2104	657
762	2107	654
763	2110	651
764	2111	648
765	2114	645
766	2117	643
767	2118	640
768	2121	637
769	2124	634
770	2126	631
771	2129	628
772	2132	626
773	2134	623
774	2137	620
775	2139	617
776	2142	615
777	2145	612
778	2146	609
779	2149	606
780	2152	603
781	2156	601
782	2159	598
783	2162	595
784	2165	592
785	2168	590
786	2171	587
787	2174	585
788	2176	582
789	2179	579
790	2182	576
791	2186	574
792	2188	571
793	2191	568
794	2193	565
795	2196	562
796	2198	560
797	2201	557
798	2204	554
799	2207	551
800	2210	549
801	2213	546
802	2216	543
803	2219	540
804	2221	538
805	2224	535
806	2227	532
807	2229	529
808	2230	526
809	2232	523
810	2234	520
811	2236	517
812	2237	514
813	2239	511
814	2240	508
815	2243	505
816	2245	503
817	2248	500
818	2251	497
819	2254	494
820	2257	492
821	2260	489
822	2264	486
823	2267	484
824	2269	481
825	2272	478
826	2275	475
827	2277	473
828	2279	470
829	2281	467
830	2282	464
831	2284	461
832	2285	458
833	2287	455
834	2289	452
835	2291	449
836	2293	446
837	2294	443
838	2297	440
839	2298	437
840	2299	434
841	2302	432
842	2306	429
843	2309	426
844	2312	424
845	2316	421
846	2319	418
847	2322	416
848	2325	413
849	2328	410
850	2330	408
851	2333	405
852	2335	402
853	2338	399
854	2339	396
855	2341	393
856	2344	391
857	2345	388
858	2346	385
859	2348	382
860	2349	379
861	2350	376
862	2351	373
863	2353	370
864	2354	367
865	2355	364
866	2357	361
867	2358	358
868	2359	355
869	2361	352
870	2364	350
871	2368	347
872	2371	345
873	2375	342
874	2378	339
875	2380	336
876	2383	334
877	2386	331
878	2389	328
879	2393	326
880	2396	323
881	2400	321
882	2403	318
883	2406	315
884	2409	313
885	2413	310
886	2416	307
887	2419	305
888	2422	302
889	2425	299
890	2428	297
891	2432	294
892	2435	291
893	2436	288
894	2439	286
895	2441	283
896	2443	280
897	2446	277
898	2450	275
899	2453	272
900	2456	269
901	2459	267
902	2463	264
903	2465	261
904	2468	259
905	2472	256
906	2475	253
907	2478	251
908	2481	248
909	2485	245
910	2487	243
911	2490	240
912	2493	237
913	2497	234
914	2499	232
915	2503	229
916	2507	226
917	2510	224
918	2512	221
919	2515	218
920	2518	216
921	2521	213
922	2524	210
923	2526	207
924	2529	205
925	2531	202
926	2534	199
927	2536	196
928	2539	194
929	2542	191
930	2545	188
931	2547	185
932	2550	183
933	2553	180
934	2555	177
935	2559	174
936	2561	172
937	2564	169
938	2567	166
939	2569	163
940	2572	161
941	2575	158
942	2577	155
943	2581	153
944	2583	150
945	2585	147
946	2588	144
947	2590	142
948	2591	139
949	2593	136
950	2594	133
951	2598	131
952	2600	128
953	2602	125
954	2604	122
955	2606	119
956	2607	117
957	2609	114
958	2611	111
959	2613	108
960	2614	106
961	2616	103
962	2617	100
963	2618	97
964	2620	95
965	2622	92
966	2623	89
967	2625	86
968	2627	84
969	2628	81
970	2630	78
971	2632	75
972	2634	73
973	2635	70
974	2638	67
975	2641	64
976	2643	62
977	2644	59
978	2646	56
979	2647	54
980	2649	51
981	2652	48
982	2654	45
983	2656	43
984	2657	40
985	2659	37
986	2661	35
987	2662	32
988	2665	29
989	2668	26
990	2670	24
991	2673	21
992	2675	18
993	2676	16
994	2678	13
995	2681	10
996	2683	8
997	2684	5
998	2687	2
999	2689	0
